player,style,skill,footwork,results,time,x,y,recorder,unicode,match_year,match,match_winner,match_result,opponent,games,file_order,record_year
Marcos_Freitas,forehand,serve,no move,continue,00:07:03:60,152000,318000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,31,112
Kao_Cheng_jui,backhand,side-spin drive,step,continue,00:07:04:28,207000,162000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,32,112
Marcos_Freitas,forehand,drive,step,won,00:07:04:84,130000,323000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,33,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:09:20,211000,178000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,34,112
Marcos_Freitas,forehand,drive,step,won,00:07:09:72,171000,332000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,35,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:14:72,181000,183000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,36,112
Marcos_Freitas,backhand,side-spin drive,step,continue,00:07:15:20,137000,344000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,37,112
Kao_Cheng_jui,forehand,drive,step,continue,00:07:15:60,2e+05,138000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,38,112
Marcos_Freitas,backhand,block,step,won,00:07:15:92,226000,333000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,39,112
Marcos_Freitas,forehand,serve,no move,continue,00:07:19:52,216000,302000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,40,112
Kao_Cheng_jui,backhand,push,step,continue,00:07:20:08,158000,168000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,41,112
Marcos_Freitas,forehand,drive,step,won,00:07:20:48,234000,353000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,42,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:24:52,144000,192000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,43,112
Marcos_Freitas,forehand,push,step,continue,00:07:25:04,215000,347000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,44,112
Kao_Cheng_jui,backhand,drive,step,won,00:07:25:44,119000,127000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,45,112
Kao_Cheng_jui,forehand,serve,no move,won,00:07:29:64,144000,186000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,46,112
Marcos_Freitas,forehand,serve,no move,continue,00:07:35:00,150000,313000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,47,112
Kao_Cheng_jui,forehand,push,step,won,00:07:35:68,132000,108000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,48,112
Marcos_Freitas,forehand,serve,no move,won,00:07:39:44,134000,322000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,49,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:44:76,162000,189000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,50,112
Marcos_Freitas,forehand,push,step,continue,00:07:45:16,219000,322000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,51,112
Kao_Cheng_jui,backhand,drive,step,continue,00:07:45:76,213000,148000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,52,112
Marcos_Freitas,backhand,block,step,continue,00:07:46:16,212000,345000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,53,112
Kao_Cheng_jui,backhand,drive,step,won,00:07:46:48,124000,124000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,54,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:52:52,180000,192000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,55,112
Marcos_Freitas,forehand,push,step,continue,00:07:53:08,165000,305000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,56,112
Kao_Cheng_jui,backhand,drive,step,continue,00:07:53:64,113000,127000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,4,57,112
Marcos_Freitas,forehand,drive,step,won,00:07:54:12,2e+05,355000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,4,58,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:07:58:44,170000,312000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,1,112
Marcos_Freitas,backhand,side-spin drive,step,continue,00:07:58:96,112000,138000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,2,112
Kao_Cheng_jui,backhand,drive,step,won,00:07:59:32,121000,366000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,3,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:08:04:64,162000,308000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,4,112
Marcos_Freitas,forehand,push,step,continue,00:08:05:40,123000,162000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,5,112
Kao_Cheng_jui,backhand,drive,step,won,00:08:05:88,113000,332000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,6,112
Marcos_Freitas,forehand,serve,no move,continue,00:08:10:28,191000,186000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,7,112
Kao_Cheng_jui,forehand,push,step,continue,00:08:10:72,115000,312000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,8,112
Marcos_Freitas,backhand,drive,step,continue,00:08:11:24,197000,142000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,9,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:11:60,123000,333000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,10,112
Marcos_Freitas,forehand,drive,step,continue,00:08:12:08,213000,159000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,11,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:12:88,107000,342000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,12,112
Marcos_Freitas,forehand,drive,step,continue,00:08:13:44,220000,157000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,13,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:14:32,160000,356000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,14,112
Marcos_Freitas,forehand,drive,step,won,00:08:14:88,111000,138000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,15,112
Marcos_Freitas,forehand,serve,no move,continue,00:08:20:24,120000,189000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,16,112
Kao_Cheng_jui,backhand,push,step,continue,00:08:20:64,131000,304000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,17,112
Marcos_Freitas,forehand,drive,step,continue,00:08:21:40,212000,187000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,18,112
Kao_Cheng_jui,forehand,block,step,continue,00:08:22:12,168000,319000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,19,112
Marcos_Freitas,forehand,drive,step,won,00:08:22:68,117000,120000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,20,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:08:26:68,173000,314000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,21,112
Marcos_Freitas,backhand,side-spin drive,step,won,00:08:27:24,147000,113000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,22,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:08:32:20,120000,310000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,23,112
Marcos_Freitas,forehand,push,step,continue,00:08:32:84,172000,173000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,24,112
Kao_Cheng_jui,forehand,drive,step,won,00:08:33:52,118000,356000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,25,112
Marcos_Freitas,forehand,serve,no move,continue,00:08:39:44,186000,183000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,26,112
Kao_Cheng_jui,backhand,side-spin drive,step,continue,00:08:39:88,149000,317000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,27,112
Marcos_Freitas,backhand,block,step,continue,00:08:40:28,122000,153000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,28,112
Kao_Cheng_jui,backhand,drive,step,continue,00:08:40:67,141000,329000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,29,112
Marcos_Freitas,forehand,drive,step,won,00:08:41:24,244000,132000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,30,112
Marcos_Freitas,forehand,serve,no move,continue,00:08:45:04,193000,178000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,31,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:45:64,181000,333000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,32,112
Marcos_Freitas,forehand,drive,step,continue,00:08:46:20,228000,114000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,33,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:46:68,117000,342000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,34,112
Marcos_Freitas,backhand,block,step,continue,00:08:47:20,233000,178000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,35,112
Kao_Cheng_jui,forehand,drive,step,continue,00:08:48:20,183000,319000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,36,112
Marcos_Freitas,forehand,drive,step,continue,00:08:48:80,132000,145000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,37,112
Kao_Cheng_jui,backhand,block,step,continue,00:08:49:64,191000,342000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,38,112
Marcos_Freitas,forehand,drive,step,won,00:08:50:20,112000,176000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,39,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:08:55:88,123000,296000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,40,112
Marcos_Freitas,forehand,push,step,continue,00:08:56:56,124000,182000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,41,112
Kao_Cheng_jui,backhand,drive,step,continue,00:08:57:20,211000,318000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,42,112
Marcos_Freitas,forehand,drive,step,won,00:08:57:80,128000,159000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,43,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:09:01:24,131000,324000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,44,112
Marcos_Freitas,backhand,push,step,continue,00:09:01:88,213000,168000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,45,112
Kao_Cheng_jui,forehand,drive,step,continue,00:09:02:40,176000,360000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,46,112
Marcos_Freitas,forehand,drive,step,won,00:09:02:84,130000,172000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,47,112
Marcos_Freitas,forehand,serve,no move,continue,00:09:08:12,164000,142000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,48,112
Kao_Cheng_jui,forehand,drive,step,continue,00:09:08:80,134000,351000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,49,112
Marcos_Freitas,forehand,drive,step,won,00:09:09:24,119000,160000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,50,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:09:14:20,174000,338000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,51,112
Marcos_Freitas,backhand,drive,step,won,00:09:14:68,178000,143000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,52,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:09:18:72,171000,324000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,53,112
Marcos_Freitas,forehand,drive,step,continue,00:09:19:12,108000,118000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,54,112
Kao_Cheng_jui,backhand,block,step,won,00:09:19:40,180000,353000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,55,112
Marcos_Freitas,forehand,serve,no move,continue,00:09:24:68,190000,173000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,56,112
Kao_Cheng_jui,backhand,drive,step,won,00:09:25:08,207000,355000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,57,112
Marcos_Freitas,forehand,serve,no move,continue,00:09:30:04,211000,175000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,58,112
Kao_Cheng_jui,backhand,push,step,continue,00:09:30:56,170000,324000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,59,112
Marcos_Freitas,backhand,drive,step,continue,00:09:31:12,217000,142000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,60,112
Kao_Cheng_jui,forehand,block,step,continue,00:09:31:72,113000,344000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Marcos_Freitas,5,61,112
Marcos_Freitas,backhand,block,step,won,00:09:32:20,125000,160000.0,主文,9,2023,WTT Contender Lima MS Final,Marcos_Freitas,4-1,Kao_Cheng_jui,5,62,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:00:03:84,208000,189000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,1,112
Patrick_Franziska,forehand,push,step,won,00:00:04:56,201000,359000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,2,112
Kao_Cheng_jui,forehand,serve,no move,won,00:00:09:52,148000,144000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,3,112
Patrick_Franziska,forehand,serve,no move,continue,00:00:15:52,233000,346000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,4,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:16:04,170000,158000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,5,112
Patrick_Franziska,backhand,drive,step,won,00:00:16:68,224000,362000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,6,112
Patrick_Franziska,forehand,serve,no move,continue,00:00:21:44,141000,295000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,7,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:22:08,185000,184000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,8,112
Patrick_Franziska,forehand,push,step,continue,00:00:22:80,218000,353000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,9,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:23:48,152000,171000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,10,112
Patrick_Franziska,backhand,block,step,continue,00:00:24:00,236000,334000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,11,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:24:44,144000,152000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,12,112
Patrick_Franziska,backhand,block,step,continue,00:00:25:00,145000,364000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,13,112
Kao_Cheng_jui,forehand,drive,step,continue,00:00:25:64,223000,130000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,14,112
Patrick_Franziska,forehand,drive,step,continue,00:00:26:16,164000,351000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,15,112
Kao_Cheng_jui,forehand,drive,step,continue,00:00:26:80,131000,137000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,16,112
Patrick_Franziska,forehand,drive,step,continue,00:00:27:48,153000,339000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,17,112
Kao_Cheng_jui,forehand,drive,step,won,00:00:28:24,133000,158000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,18,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:00:35:48,212000,185000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,19,112
Patrick_Franziska,forehand,push,step,continue,00:00:36:16,2e+05,313000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,20,112
Kao_Cheng_jui,forehand,drive,step,continue,00:00:37:00,139000,161000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,21,112
Patrick_Franziska,backhand,block,step,continue,00:00:37:44,187000,333000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,22,112
Kao_Cheng_jui,backhand,drive,step,continue,00:00:38:04,112000,134000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,23,112
Patrick_Franziska,backhand,drive,step,won,00:00:38:40,223000,355000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,24,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:00:44:24,201000,175000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,25,112
Patrick_Franziska,forehand,push,step,continue,00:00:44:84,197000,305000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,26,112
Kao_Cheng_jui,backhand,push,step,continue,00:00:45:68,155000,183000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,27,112
Patrick_Franziska,backhand,drive,step,won,00:00:46:28,235000,346000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,28,112
Patrick_Franziska,forehand,serve,no move,continue,00:00:50:88,153000,313000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,29,112
Kao_Cheng_jui,forehand,push,step,won,00:00:51:60,160000,159000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,30,112
Patrick_Franziska,forehand,serve,no move,continue,00:00:56:28,123000,313000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,31,112
Kao_Cheng_jui,forehand,push,step,continue,00:00:56:96,194000,183000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,32,112
Patrick_Franziska,forehand,push,step,continue,00:00:57:88,149000,344000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,33,112
Kao_Cheng_jui,forehand,drive,step,continue,00:00:58:40,152000,145000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,34,112
Patrick_Franziska,forehand,block,step,continue,00:00:59:28,131000,337000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,35,112
Kao_Cheng_jui,forehand,drive,step,won,00:01:00:08,119000,142000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,36,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:01:06:72,185000,184000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,37,112
Patrick_Franziska,forehand,push,step,continue,00:01:07:44,135000,292000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,38,112
Kao_Cheng_jui,forehand,filp,step,continue,00:01:07:84,218000,142000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,39,112
Patrick_Franziska,forehand,drive,step,continue,00:01:08:36,143000,349000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,40,112
Kao_Cheng_jui,backhand,block,step,continue,00:01:09:16,134000,170000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,41,112
Patrick_Franziska,backhand,drive,step,continue,00:01:09:80,225000,342000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,42,112
Kao_Cheng_jui,backhand,block,step,continue,00:01:10:32,121000,143000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,43,112
Patrick_Franziska,backhand,block,step,continue,00:01:10:88,191000,322000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,44,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:11:44,111000,124000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,45,112
Patrick_Franziska,backhand,drive,step,continue,00:01:11:84,186000,339000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,46,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:12:32,132000,118000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,47,112
Patrick_Franziska,backhand,drive,step,continue,00:01:12:80,197000,344000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,48,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:13:16,162000,134000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,49,112
Patrick_Franziska,backhand,block,step,continue,00:01:13:80,152000,360000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,50,112
Kao_Cheng_jui,forehand,drive,step,won,00:01:14:44,113000,135000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,51,112
Kao_Cheng_jui,forehand,serve,no move,continue,00:01:21:76,198000,164000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,52,112
Patrick_Franziska,forehand,push,step,continue,00:01:22:32,2e+05,359000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,53,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:22:92,142000,157000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,54,112
Patrick_Franziska,backhand,block,step,continue,00:01:23:40,187000,347000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,55,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:23:92,177000,160000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,56,112
Patrick_Franziska,backhand,block,step,continue,00:01:24:44,192000,355000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Kao_Cheng_jui,1,57,112
Kao_Cheng_jui,backhand,drive,step,continue,00:01:24:88,118000,122000.0,昶騵,17,2023,WTT Contender Lagos MS R16,Kao_Cheng_jui,3-2,Patrick_Franziska,1,58,112
